,log_id,log_dtimes,log_desc,event_id,event_type,event_name,action_dtimes,host_name,host_ip,session_user_id,session_user_name,app_id,app_name,module_id,module_name,ref_id,ref_id_type,cr_by,is_anomaly
10,4641d3b1-f448-4fd9-84cd-815e25d9bca0,2021-06-24 14:27:16.527601,Otp send sucessfully,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 14:27:16.513,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
11,a87984c8-c7cb-4b42-b87b-9d6a7ccad050,2021-06-24 14:27:18.291326,User sucessfully logged-in,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 14:27:18.282,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
12,d93a24a7-7c4b-4608-9f0b-8755a59a9532,2021-06-24 14:27:20.424622,Pre-Registration data is sucessfully saved in the demographic table,PRE_407,BUSINESS,PERSIST,2021-06-24 14:27:20.413,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,DEM,DEMOGRAPHY_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
13,23a9104b-ed94-4aae-a28f-3188aee87a11,2021-06-24 14:27:22.127774,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:27:22.119,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
14,478495bd-dcdd-4e17-be1a-94a5308567e8,2021-06-24 14:27:22.894564,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:27:22.885,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
15,30fccc8b-e15e-45af-b529-35b597bc471a,2021-06-24 14:27:23.665501,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:27:23.654,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
16,a0eded76-5839-4f3f-8347-e872a19f365e,2021-06-24 14:27:24.429726,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:27:24.42,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
17,dd7505a4-6c7e-4f39-84d0-2d5203b797aa,2021-06-24 14:27:25.195122,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:27:25.186,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
18,126d8986-2d87-4a2f-a990-634896454418,2021-06-24 14:27:26.892787,Availability retrieved successfully for booking,PRE_401,BUSINESS,RETRIEVE,2021-06-24 14:27:26.878,prereg-booking-service-5c57b8d675-hpshx,10.244.3.26,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,BOOK,BOOKING_SERVICE,10001,PRE_REGISTRATION_ID,"SYSTEM
",False
19,8ca95ff4-dfaa-4d95-8380-0bf48d4c4711,2021-06-24 14:27:27.661622,Appointment booked successfully,PRE_407,BUSINESS,PERSIST,2021-06-24 14:27:27.652,prereg-booking-service-5c57b8d675-hpshx,10.244.3.26,abel.hewitt.2704@mailinator.com,abel.hewitt.2704@mailinator.com,MOSIP_1,PREREGISTRATION,BOOK,BOOKING_SERVICE,10001,PRE_REGISTRATION_ID,"SYSTEM
",False
20,8f942939-83e7-4041-a2f4-41b091bd62a2,2021-06-24 15:41:10.060203,Otp send sucessfully,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 15:41:10.048,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
21,091f4bae-72bf-4a60-8b0a-db4cde3c8aaf,2021-06-24 15:41:12.015102,User sucessfully logged-in,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 15:41:12.005,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
22,c8d142d5-3936-4871-b17c-960b015de511,2021-06-24 15:41:13.48948,Pre-Registration data is sucessfully saved in the demographic table,PRE_407,BUSINESS,PERSIST,2021-06-24 15:41:13.48,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,DEM,DEMOGRAPHY_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
23,0c67e758-3ba1-441c-9ace-83aa3f6d420b,2021-06-24 15:41:15.372772,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:41:15.363,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
24,8453d237-3b49-4928-b051-20def5974de5,2021-06-24 15:41:16.154163,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:41:16.144,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
25,fdb3028a-c8b9-488d-adb1-e0add72c2c74,2021-06-24 15:41:16.926271,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:41:16.916,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
26,397ad5c5-e2bb-4474-b114-4ba4747df1e1,2021-06-24 15:41:17.696206,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:41:17.687,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
27,447894d8-7e7e-4433-826c-5844efa9ddc0,2021-06-24 15:41:18.466159,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:41:18.457,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
28,5321d66e-9780-4b66-9eb0-29a7b884ed22,2021-06-24 15:41:19.873348,Availability retrieved successfully for booking,PRE_401,BUSINESS,RETRIEVE,2021-06-24 15:41:19.862,prereg-booking-service-5c57b8d675-hpshx,10.244.3.26,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,BOOK,BOOKING_SERVICE,10001,PRE_REGISTRATION_ID,"SYSTEM
",False
29,4ef4b7f1-c9db-4476-8ad1-3b7998a171a4,2021-06-24 15:41:20.660146,Appointment booked successfully,PRE_407,BUSINESS,PERSIST,2021-06-24 15:41:20.648,prereg-booking-service-5c57b8d675-hpshx,10.244.3.26,abel.tuttle.8671@mailinator.com,abel.tuttle.8671@mailinator.com,MOSIP_1,PREREGISTRATION,BOOK,BOOKING_SERVICE,10001,PRE_REGISTRATION_ID,"SYSTEM
",False
30,b2687aee-0435-48ae-b541-8d1f847a3d83,2021-06-24 15:08:56.963311,Otp send sucessfully,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 15:08:56.95,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",True
31,bfe87db3-d08c-4226-a8df-39281ce58227,2021-06-24 15:08:57.999254,User sucessfully logged-in,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 15:08:57.989,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",True
32,5a950601-68c8-4704-b251-82db41a3ef3a,2021-06-24 15:08:59.186524,Pre-Registration data is sucessfully saved in the demographic table,PRE_407,BUSINESS,PERSIST,2021-06-24 15:08:59.175,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,DEM,DEMOGRAPHY_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",True
33,e2d966e6-1da6-48a4-9aca-7a1147487fe6,2021-06-24 15:09:00.305443,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:09:00.296,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",True
34,f810f82f-63cc-42ef-877a-492e9254d85c,2021-06-24 15:09:01.076697,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:09:01.061,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",True
35,7f5e4f2e-8e12-4d63-ae87-819cb6716ed0,2021-06-24 15:09:01.840411,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:09:01.831,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",True
36,b29b414d-ee99-4c0f-8215-c4b56553a2cc,2021-06-24 15:09:02.606369,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:09:02.597,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",True
37,326158c0-83e4-4aa5-ba4a-fdb970115ea1,2021-06-24 15:09:03.375278,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:09:03.365,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",True
38,7b947328-76cf-4338-9907-d98dda5d4297,2021-06-24 15:09:04.270987,Availability retrieved successfully for booking,PRE_401,BUSINESS,RETRIEVE,2021-06-24 15:09:04.26,prereg-booking-service-5c57b8d675-hpshx,10.244.3.26,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,BOOK,BOOKING_SERVICE,10001,PRE_REGISTRATION_ID,"SYSTEM
",True
39,53b7a15c-96e8-4da1-ae57-abd2bd8b1237,2021-06-24 15:09:05.038656,Appointment booked successfully,PRE_407,BUSINESS,PERSIST,2021-06-24 15:09:05.028,prereg-booking-service-5c57b8d675-hpshx,10.244.3.26,abram.quinones.3432@mailinator.com,abram.quinones.3432@mailinator.com,MOSIP_1,PREREGISTRATION,BOOK,BOOKING_SERVICE,10001,PRE_REGISTRATION_ID,"SYSTEM
",True
40,f29f62f1-2e80-4cda-b2f9-b3a67e607e6f,2021-06-24 15:12:48.509472,Otp send sucessfully,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 15:12:48.497,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
41,a4b04585-858d-492d-b14c-6addc3eee5f0,2021-06-24 15:12:50.132255,User sucessfully logged-in,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 15:12:50.123,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
42,b8e9c86d-0a5a-4ead-aff9-ae4709b0529d,2021-06-24 15:12:51.410691,Pre-Registration data is sucessfully saved in the demographic table,PRE_407,BUSINESS,PERSIST,2021-06-24 15:12:51.401,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,DEM,DEMOGRAPHY_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
43,b5726495-e42f-4c30-947a-52b7c472d45b,2021-06-24 15:12:54.313844,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:12:54.302,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
44,1d0733f7-bb31-40b2-b2dd-beaf2a08430b,2021-06-24 15:12:55.082122,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:12:55.073,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
45,11e0f4c0-5346-4be3-9f48-7adb7c197f9b,2021-06-24 15:12:55.850499,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:12:55.841,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
46,06f00d7f-e0b2-4b30-b401-30289e7589f6,2021-06-24 15:12:56.616033,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:12:56.607,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
47,3464e48d-ad4f-4fc1-bab9-f7cb5a7b0301,2021-06-24 15:12:57.392504,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 15:12:57.383,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
48,af743db3-0a8a-4819-ae44-bef4c50f5958,2021-06-24 15:13:00.039342,Availability retrieved successfully for booking,PRE_401,BUSINESS,RETRIEVE,2021-06-24 15:13:00.028,prereg-booking-service-5c57b8d675-hpshx,10.244.3.26,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,BOOK,BOOKING_SERVICE,10001,PRE_REGISTRATION_ID,"SYSTEM
",False
49,0594333a-c265-492f-8471-e47211b6c1e1,2021-06-24 15:13:00.802874,Appointment booked successfully,PRE_407,BUSINESS,PERSIST,2021-06-24 15:13:00.794,prereg-booking-service-5c57b8d675-hpshx,10.244.3.26,aden.tuttle.4229@mailinator.com,aden.tuttle.4229@mailinator.com,MOSIP_1,PREREGISTRATION,BOOK,BOOKING_SERVICE,10001,PRE_REGISTRATION_ID,"SYSTEM
",False
50,a61eedd0-e90c-48e5-821a-1f6d7d253f1b,2021-06-24 14:28:50.226093,Otp send sucessfully,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 14:28:50.215,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.ventura.7206@mailinator.com,aden.ventura.7206@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
51,4593e161-bb0a-4242-bcff-dd02ee42b627,2021-06-24 14:28:53.300727,User sucessfully logged-in,PRE_410,BUSINESS,AUTHENTICATION,2021-06-24 14:28:53.288,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.ventura.7206@mailinator.com,aden.ventura.7206@mailinator.com,MOSIP_1,PREREGISTRATION,AUTHENTICATION,AUTHENTICATION_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
52,92715c21-41be-4cde-87d6-55f5b70049e2,2021-06-24 14:28:55.851776,Pre-Registration data is sucessfully saved in the demographic table,PRE_407,BUSINESS,PERSIST,2021-06-24 14:28:55.84,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.ventura.7206@mailinator.com,aden.ventura.7206@mailinator.com,MOSIP_1,PREREGISTRATION,DEM,DEMOGRAPHY_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
53,6bb50aef-01ac-4393-bec3-3ee50d4eedcc,2021-06-24 14:28:58.197918,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:28:58.185,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.ventura.7206@mailinator.com,aden.ventura.7206@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
54,54ef3e71-0248-4d7c-b0f6-ac205a6bbbdc,2021-06-24 14:28:58.974341,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:28:58.965,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.ventura.7206@mailinator.com,aden.ventura.7206@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
55,d2f1f755-d1f8-439f-9bbe-21c8b62c61c5,2021-06-24 14:28:59.744955,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:28:59.736,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.ventura.7206@mailinator.com,aden.ventura.7206@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
56,ca23e891-0b2c-4daa-82c0-d11171e08df0,2021-06-24 14:29:00.511538,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:29:00.502,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.ventura.7206@mailinator.com,aden.ventura.7206@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
57,1df09baf-3a57-4461-bda3-dec28315eaa7,2021-06-24 14:29:01.277598,Document uploaded & the respective Pre-Registration data is saved in the document table,PRE_404,BUSINESS,UPLOAD,2021-06-24 14:29:01.268,prereg-application-service-6dfcd55896-pw4ct,10.244.3.32,aden.ventura.7206@mailinator.com,aden.ventura.7206@mailinator.com,MOSIP_1,PREREGISTRATION,DOC,DOCUMENT_SERVICE,NO_ID,PRE_REGISTRATION_ID,"SYSTEM
",False
